speaker,segment,repetition,frame,coord,point,mm
2,ch,1,1,y,50,107.74900000000002
2,ch,1,1,y,51,107.83700000000005
2,ch,1,1,y,52,107.96200000000005
2,ch,1,1,y,53,108.11500000000004
2,ch,1,1,y,54,108.29800000000003
2,ch,1,1,y,55,108.50800000000004
2,ch,1,1,y,56,108.72900000000004
2,ch,1,1,y,57,108.95200000000003
2,ch,1,1,y,58,109.17300000000003
2,ch,1,1,y,59,109.39300000000003
2,ch,1,1,y,60,109.62300000000005
2,ch,1,1,y,61,109.88100000000003
2,ch,1,1,y,62,110.17300000000003
2,ch,1,1,y,63,110.49100000000004
2,ch,1,1,y,64,110.82400000000001
2,ch,1,1,y,65,111.16300000000001
2,ch,1,1,y,66,111.49800000000005
2,ch,1,1,y,67,111.82000000000005
2,ch,1,1,y,68,112.10500000000002
2,ch,1,1,y,69,112.35200000000003
2,ch,1,1,y,70,112.56600000000003
2,ch,1,1,y,71,112.75900000000001
2,ch,1,1,y,72,112.92900000000003
2,ch,1,1,y,73,113.08500000000004
2,ch,1,1,y,74,113.24100000000004
2,ch,1,1,y,75,113.40700000000004
2,ch,1,1,y,76,113.59300000000002
2,ch,1,1,y,77,113.79300000000003
2,ch,1,1,y,78,114.00000000000003
2,ch,1,1,y,79,114.21400000000003
2,ch,1,1,y,80,114.42700000000002
2,ch,1,1,y,81,114.65100000000004
2,ch,1,1,y,82,114.88800000000003
2,ch,1,1,y,83,115.14600000000002
2,ch,1,1,y,84,115.43100000000004
2,ch,1,1,y,85,115.74900000000002
2,ch,1,1,y,86,116.12200000000001
2,ch,1,1,y,87,116.54600000000005
2,ch,1,1,y,88,117.01700000000005
2,ch,1,1,y,89,117.53200000000004
2,ch,1,1,y,90,118.09200000000004
2,ch,1,1,y,91,118.69900000000001
2,ch,1,1,y,92,119.36600000000004
2,ch,1,1,y,93,120.10200000000003
2,ch,1,1,y,94,120.89900000000003
2,ch,1,1,y,95,121.73600000000005
2,ch,1,1,y,96,122.61100000000005
2,ch,1,1,y,97,123.50200000000004
2,ch,1,1,y,98,124.37000000000003
2,ch,1,1,y,99,125.11200000000002
2,ch,1,1,y,100,125.57000000000002
2,ch,1,2,x,1,172.916
2,ch,1,2,x,2,173.8
2,ch,1,2,x,3,174.68200000000002
2,ch,1,2,x,4,175.566
2,ch,1,2,x,5,176.44799999999998
2,ch,1,2,x,6,177.333
2,ch,1,2,x,7,178.214
2,ch,1,2,x,8,179.099
2,ch,1,2,x,9,179.98000000000002
2,ch,1,2,x,10,180.865
2,ch,1,2,x,11,181.74599999999998
2,ch,1,2,x,12,182.631
2,ch,1,2,x,13,183.513
2,ch,1,2,x,14,184.397
2,ch,1,2,x,15,185.279
2,ch,1,2,x,16,186.164
2,ch,1,2,x,17,187.04500000000002
2,ch,1,2,x,18,187.93
2,ch,1,2,x,19,188.811
2,ch,1,2,x,20,189.696
2,ch,1,2,x,21,190.58100000000002
2,ch,1,2,x,22,191.462
2,ch,1,2,x,23,192.34699999999998
2,ch,1,2,x,24,193.228
2,ch,1,2,x,25,194.113
2,ch,1,2,x,26,194.995
2,ch,1,2,x,27,195.87900000000002
2,ch,1,2,x,28,196.761
2,ch,1,2,x,29,197.64600000000002
2,ch,1,2,x,30,198.527
2,ch,1,2,x,31,199.412
2,ch,1,2,x,32,200.29000000000002
2,ch,1,2,x,33,201.18
2,ch,1,2,x,34,202.06
2,ch,1,2,x,35,202.94
2,ch,1,2,x,36,203.82999999999998
2,ch,1,2,x,37,204.70999999999998
2,ch,1,2,x,38,205.59
2,ch,1,2,x,39,206.48000000000002
2,ch,1,2,x,40,207.36
2,ch,1,2,x,41,208.24
2,ch,1,2,x,42,209.13
2,ch,1,2,x,43,210.01
2,ch,1,2,x,44,210.89
2,ch,1,2,x,45,211.78
2,ch,1,2,x,46,212.66
2,ch,1,2,x,47,213.54000000000002
2,ch,1,2,x,48,214.43
2,ch,1,2,x,49,215.31
2,ch,1,2,x,50,216.19
2,ch,1,2,x,51,217.07
2,ch,1,2,x,52,217.95999999999998
2,ch,1,2,x,53,218.84
2,ch,1,2,x,54,219.72
2,ch,1,2,x,55,220.61
2,ch,1,2,x,56,221.49
2,ch,1,2,x,57,222.37
2,ch,1,2,x,58,223.26
2,ch,1,2,x,59,224.14
2,ch,1,2,x,60,225.01999999999998
2,ch,1,2,x,61,225.91
2,ch,1,2,x,62,226.79000000000002
2,ch,1,2,x,63,227.67000000000002
2,ch,1,2,x,64,228.56
2,ch,1,2,x,65,229.44
2,ch,1,2,x,66,230.32
2,ch,1,2,x,67,231.21
2,ch,1,2,x,68,232.09
2,ch,1,2,x,69,232.97
2,ch,1,2,x,70,233.85
2,ch,1,2,x,71,234.74
2,ch,1,2,x,72,235.62
2,ch,1,2,x,73,236.51
2,ch,1,2,x,74,237.39
2,ch,1,2,x,75,238.27
2,ch,1,2,x,76,239.15
2,ch,1,2,x,77,240.04
2,ch,1,2,x,78,240.92
2,ch,1,2,x,79,241.8
2,ch,1,2,x,80,242.69
2,ch,1,2,x,81,243.57
2,ch,1,2,x,82,244.45
2,ch,1,2,x,83,245.34
2,ch,1,2,x,84,246.22
2,ch,1,2,x,85,247.1
2,ch,1,2,x,86,247.99
2,ch,1,2,x,87,248.87
2,ch,1,2,x,88,249.75
2,ch,1,2,x,89,250.63
2,ch,1,2,x,90,251.52
2,ch,1,2,x,91,252.4
2,ch,1,2,x,92,253.29
2,ch,1,2,x,93,254.17
2,ch,1,2,x,94,255.05
2,ch,1,2,x,95,255.93
2,ch,1,2,x,96,256.82
2,ch,1,2,x,97,257.7
2,ch,1,2,x,98,258.58000000000004
2,ch,1,2,x,99,259.47
2,ch,1,2,x,100,260.35
2,ch,1,2,y,1,130.08200000000002
2,ch,1,2,y,2,129.34300000000002
2,ch,1,2,y,3,128.17000000000002
2,ch,1,2,y,4,126.84800000000004
2,ch,1,2,y,5,125.51600000000002
2,ch,1,2,y,6,124.22400000000005
2,ch,1,2,y,7,122.98700000000002
2,ch,1,2,y,8,121.80000000000004
2,ch,1,2,y,9,120.66500000000002
2,ch,1,2,y,10,119.58300000000003
2,ch,1,2,y,11,118.56300000000005
2,ch,1,2,y,12,117.60700000000003
2,ch,1,2,y,13,116.72200000000004
2,ch,1,2,y,14,115.90200000000004
2,ch,1,2,y,15,115.15300000000002
2,ch,1,2,y,16,114.47100000000003
2,ch,1,2,y,17,113.85100000000003
2,ch,1,2,y,18,113.28800000000001
2,ch,1,2,y,19,112.76600000000002
2,ch,1,2,y,20,112.27100000000002
2,ch,1,2,y,21,111.79600000000005
2,ch,1,2,y,22,111.34200000000004
2,ch,1,2,y,23,110.91800000000003
2,ch,1,2,y,24,110.53900000000004
2,ch,1,2,y,25,110.20000000000005
2,ch,1,2,y,26,109.89500000000004
2,ch,1,2,y,27,109.62700000000004
2,ch,1,2,y,28,109.39000000000004
2,ch,1,2,y,29,109.17300000000003
2,ch,1,2,y,30,108.96600000000004
2,ch,1,2,y,31,108.76900000000003
2,ch,1,2,y,32,108.57300000000004
2,ch,1,2,y,33,108.37600000000003
2,ch,1,2,y,34,108.17900000000003
2,ch,1,2,y,35,107.97900000000004
2,ch,1,2,y,36,107.77900000000002
2,ch,1,2,y,37,107.57900000000004
2,ch,1,2,y,38,107.37600000000003
2,ch,1,2,y,39,107.17600000000004
2,ch,1,2,y,40,106.97900000000004
2,ch,1,2,y,41,106.78600000000003
2,ch,1,2,y,42,106.59600000000003
2,ch,1,2,y,43,106.41000000000003
2,ch,1,2,y,44,106.22000000000003
2,ch,1,2,y,45,106.02700000000004
2,ch,1,2,y,46,105.83700000000005
2,ch,1,2,y,47,105.66100000000003
2,ch,1,2,y,48,105.51100000000002
2,ch,1,2,y,49,105.38900000000004
2,ch,1,2,y,50,105.29100000000003
2,ch,1,2,y,51,105.21300000000002
2,ch,1,2,y,52,105.15500000000003
2,ch,1,2,y,53,105.12800000000004
2,ch,1,2,y,54,105.13200000000003
2,ch,1,2,y,55,105.17900000000003
2,ch,1,2,y,56,105.28100000000003
2,ch,1,2,y,57,105.42000000000002
2,ch,1,2,y,58,105.59300000000002
2,ch,1,2,y,59,105.79600000000005
2,ch,1,2,y,60,106.02700000000004
2,ch,1,2,y,61,106.26400000000004
2,ch,1,2,y,62,106.50100000000003
2,ch,1,2,y,63,106.73200000000003
2,ch,1,2,y,64,106.95900000000003
2,ch,1,2,y,65,107.18300000000005
2,ch,1,2,y,66,107.40600000000003
2,ch,1,2,y,67,107.63400000000001
2,ch,1,2,y,68,107.86100000000005
2,ch,1,2,y,69,108.09100000000004
2,ch,1,2,y,70,108.32900000000004
2,ch,1,2,y,71,108.55900000000003
2,ch,1,2,y,72,108.76900000000003
2,ch,1,2,y,73,108.96200000000005
2,ch,1,2,y,74,109.13900000000004
2,ch,1,2,y,75,109.31500000000003
2,ch,1,2,y,76,109.49500000000003
2,ch,1,2,y,77,109.68500000000003
2,ch,1,2,y,78,109.88800000000003
2,ch,1,2,y,79,110.10500000000002
2,ch,1,2,y,80,110.34200000000004
2,ch,1,2,y,81,110.59000000000003
2,ch,1,2,y,82,110.85100000000003
2,ch,1,2,y,83,111.13200000000003
2,ch,1,2,y,84,111.43000000000004
2,ch,1,2,y,85,111.75900000000001
2,ch,1,2,y,86,112.13200000000003
2,ch,1,2,y,87,112.54900000000004
2,ch,1,2,y,88,113.00700000000003
2,ch,1,2,y,89,113.50200000000004
2,ch,1,2,y,90,114.03400000000005
2,ch,1,2,y,91,114.62000000000003
2,ch,1,2,y,92,115.26800000000003
2,ch,1,2,y,93,115.99700000000001
2,ch,1,2,y,94,116.78300000000002
2,ch,1,2,y,95,117.59700000000004
2,ch,1,2,y,96,118.42400000000004
2,ch,1,2,y,97,119.24400000000003
2,ch,1,2,y,98,120.02700000000004
2,ch,1,2,y,99,120.68800000000005
2,ch,1,2,y,100,121.09200000000004
2,ch,1,3,x,1,174.905
2,ch,1,3,x,2,175.834
2,ch,1,3,x,3,176.76
2,ch,1,3,x,4,177.689
2,ch,1,3,x,5,178.614
2,ch,1,3,x,6,179.543
2,ch,1,3,x,7,180.47199999999998
2,ch,1,3,x,8,181.397
2,ch,1,3,x,9,182.326
2,ch,1,3,x,10,183.252
2,ch,1,3,x,11,184.18
2,ch,1,3,x,12,185.10899999999998
2,ch,1,3,x,13,186.035
2,ch,1,3,x,14,186.964
2,ch,1,3,x,15,187.889
2,ch,1,3,x,16,188.81799999999998
2,ch,1,3,x,17,189.747
2,ch,1,3,x,18,190.672
2,ch,1,3,x,19,191.601
2,ch,1,3,x,20,192.527
2,ch,1,3,x,21,193.45600000000002
2,ch,1,3,x,22,194.38400000000001
2,ch,1,3,x,23,195.31
2,ch,1,3,x,24,196.239
2,ch,1,3,x,25,197.164
2,ch,1,3,x,26,198.09300000000002
2,ch,1,3,x,27,199.019
2,ch,1,3,x,28,199.947
2,ch,1,3,x,29,200.88
2,ch,1,3,x,30,201.8
2,ch,1,3,x,31,202.73000000000002
2,ch,1,3,x,32,203.66
2,ch,1,3,x,33,204.57999999999998
2,ch,1,3,x,34,205.51
2,ch,1,3,x,35,206.44
2,ch,1,3,x,36,207.37
2,ch,1,3,x,37,208.29000000000002
2,ch,1,3,x,38,209.22
2,ch,1,3,x,39,210.15
2,ch,1,3,x,40,211.07999999999998
2,ch,1,3,x,41,212.01
2,ch,1,3,x,42,212.93
2,ch,1,3,x,43,213.86
2,ch,1,3,x,44,214.79000000000002
2,ch,1,3,x,45,215.70999999999998
2,ch,1,3,x,46,216.64
2,ch,1,3,x,47,217.57
2,ch,1,3,x,48,218.5
2,ch,1,3,x,49,219.43
2,ch,1,3,x,50,220.35
2,ch,1,3,x,51,221.28
2,ch,1,3,x,52,222.20999999999998
2,ch,1,3,x,53,223.13
2,ch,1,3,x,54,224.06
2,ch,1,3,x,55,224.99
2,ch,1,3,x,56,225.92000000000002
2,ch,1,3,x,57,226.84
2,ch,1,3,x,58,227.76999999999998
2,ch,1,3,x,59,228.7
2,ch,1,3,x,60,229.63
2,ch,1,3,x,61,230.56
2,ch,1,3,x,62,231.48
2,ch,1,3,x,63,232.41
2,ch,1,3,x,64,233.34
2,ch,1,3,x,65,234.26
2,ch,1,3,x,66,235.19
2,ch,1,3,x,67,236.12
2,ch,1,3,x,68,237.05
2,ch,1,3,x,69,237.98
2,ch,1,3,x,70,238.9
2,ch,1,3,x,71,239.83
2,ch,1,3,x,72,240.76
2,ch,1,3,x,73,241.69
2,ch,1,3,x,74,242.61
2,ch,1,3,x,75,243.54
2,ch,1,3,x,76,244.47
2,ch,1,3,x,77,245.39
2,ch,1,3,x,78,246.32
2,ch,1,3,x,79,247.25
2,ch,1,3,x,80,248.18
2,ch,1,3,x,81,249.11
2,ch,1,3,x,82,250.03
2,ch,1,3,x,83,250.96
2,ch,1,3,x,84,251.89
2,ch,1,3,x,85,252.81
2,ch,1,3,x,86,253.74
2,ch,1,3,x,87,254.67
2,ch,1,3,x,88,255.6
2,ch,1,3,x,89,256.52
2,ch,1,3,x,90,257.45
2,ch,1,3,x,91,258.38
2,ch,1,3,x,92,259.31
2,ch,1,3,x,93,260.24
2,ch,1,3,x,94,261.15999999999997
2,ch,1,3,x,95,262.09000000000003
2,ch,1,3,x,96,263.02
2,ch,1,3,x,97,263.94
2,ch,1,3,x,98,264.87
2,ch,1,3,x,99,265.8
2,ch,1,3,x,100,266.73
2,ch,1,3,y,1,132.04200000000003
2,ch,1,3,y,2,131.30600000000004
2,ch,1,3,y,3,130.12600000000003
2,ch,1,3,y,4,128.77400000000003
2,ch,1,3,y,5,127.41800000000003
2,ch,1,3,y,6,126.13600000000002
2,ch,1,3,y,7,124.92600000000004
2,ch,1,3,y,8,123.75600000000003
2,ch,1,3,y,9,122.61100000000005
2,ch,1,3,y,10,121.48800000000003
2,ch,1,3,y,11,120.40400000000002
2,ch,1,3,y,12,119.37300000000005
2,ch,1,3,y,13,118.40400000000002
2,ch,1,3,y,14,117.46100000000001
2,ch,1,3,y,15,116.53900000000004
2,ch,1,3,y,16,115.63400000000001
2,ch,1,3,y,17,114.76600000000002
2,ch,1,3,y,18,113.95300000000003
2,ch,1,3,y,19,113.18300000000005
2,ch,1,3,y,20,112.46400000000003
2,ch,1,3,y,21,111.80300000000003
2,ch,1,3,y,22,111.21000000000004
2,ch,1,3,y,23,110.69800000000004
2,ch,1,3,y,24,110.24700000000001
2,ch,1,3,y,25,109.83700000000005
2,ch,1,3,y,26,109.45700000000005
2,ch,1,3,y,27,109.09800000000001
2,ch,1,3,y,28,108.76200000000003
2,ch,1,3,y,29,108.45700000000005
2,ch,1,3,y,30,108.17300000000003
2,ch,1,3,y,31,107.89800000000002
2,ch,1,3,y,32,107.63000000000005
2,ch,1,3,y,33,107.35600000000005
2,ch,1,3,y,34,107.08100000000002
2,ch,1,3,y,35,106.80000000000001
2,ch,1,3,y,36,106.52200000000005
2,ch,1,3,y,37,106.24000000000004
2,ch,1,3,y,38,105.95900000000003
2,ch,1,3,y,39,105.67800000000003
2,ch,1,3,y,40,105.40000000000003
2,ch,1,3,y,41,105.11800000000005
2,ch,1,3,y,42,104.83300000000003
2,ch,1,3,y,43,104.54200000000003
2,ch,1,3,y,44,104.25000000000003
2,ch,1,3,y,45,103.95200000000003
2,ch,1,3,y,46,103.65400000000002
2,ch,1,3,y,47,103.35900000000004
2,ch,1,3,y,48,103.07400000000001
2,ch,1,3,y,49,102.81000000000003
2,ch,1,3,y,50,102.57900000000004
2,ch,1,3,y,51,102.38600000000002
2,ch,1,3,y,52,102.24700000000001
2,ch,1,3,y,53,102.17200000000003
2,ch,1,3,y,54,102.15200000000004
2,ch,1,3,y,55,102.16900000000004
2,ch,1,3,y,56,102.21600000000004
2,ch,1,3,y,57,102.29100000000003
2,ch,1,3,y,58,102.37600000000003
2,ch,1,3,y,59,102.47100000000003
2,ch,1,3,y,60,102.56600000000003
2,ch,1,3,y,61,102.66400000000004
2,ch,1,3,y,62,102.76600000000002
2,ch,1,3,y,63,102.86700000000002
2,ch,1,3,y,64,102.96900000000005
2,ch,1,3,y,65,103.06400000000002
2,ch,1,3,y,66,103.13200000000003
2,ch,1,3,y,67,103.16900000000004
2,ch,1,3,y,68,103.18900000000002
2,ch,1,3,y,69,103.20300000000003
2,ch,1,3,y,70,103.22000000000003
2,ch,1,3,y,71,103.24400000000003
2,ch,1,3,y,72,103.27100000000002
2,ch,1,3,y,73,103.30100000000004
2,ch,1,3,y,74,103.33200000000005
2,ch,1,3,y,75,103.37200000000001
2,ch,1,3,y,76,103.43300000000005
2,ch,1,3,y,77,103.52800000000002
2,ch,1,3,y,78,103.66000000000003
2,ch,1,3,y,79,103.82700000000003
2,ch,1,3,y,80,104.02700000000004
2,ch,1,3,y,81,104.26100000000002
2,ch,1,3,y,82,104.51100000000002
2,ch,1,3,y,83,104.76600000000002
2,ch,1,3,y,84,105.01600000000002
2,ch,1,3,y,85,105.26100000000002
2,ch,1,3,y,86,105.50800000000004
2,ch,1,3,y,87,105.77600000000004
2,ch,1,3,y,88,106.05700000000002
2,ch,1,3,y,89,106.35600000000005
2,ch,1,3,y,90,106.65000000000003
2,ch,1,3,y,91,106.94500000000005
2,ch,1,3,y,92,107.23400000000004
2,ch,1,3,y,93,107.51800000000003
2,ch,1,3,y,94,107.79600000000005
2,ch,1,3,y,95,108.07100000000003
2,ch,1,3,y,96,108.34900000000005
2,ch,1,3,y,97,108.63000000000005
2,ch,1,3,y,98,108.89800000000002
2,ch,1,3,y,99,109.13200000000003
2,ch,1,3,y,100,109.27400000000003
2,ch,1,4,x,1,179.66500000000002
2,ch,1,4,x,2,180.59699999999998
2,ch,1,4,x,3,181.526
2,ch,1,4,x,4,182.458
2,ch,1,4,x,5,183.39100000000002
2,ch,1,4,x,6,184.32299999999998
2,ch,1,4,x,7,185.252
2,ch,1,4,x,8,186.184
2,ch,1,4,x,9,187.11599999999999
2,ch,1,4,x,10,188.048
2,ch,1,4,x,11,188.977
2,ch,1,4,x,12,189.91
2,ch,1,4,x,13,190.84199999999998
2,ch,1,4,x,14,191.774
2,ch,1,4,x,15,192.703
2,ch,1,4,x,16,193.635
2,ch,1,4,x,17,194.567
2,ch,1,4,x,18,195.5
2,ch,1,4,x,19,196.429
2,ch,1,4,x,20,197.361
2,ch,1,4,x,21,198.293
2,ch,1,4,x,22,199.225
2,ch,1,4,x,23,200.15
2,ch,1,4,x,24,201.09
2,ch,1,4,x,25,202.01999999999998
2,ch,1,4,x,26,202.95
2,ch,1,4,x,27,203.88
2,ch,1,4,x,28,204.81
2,ch,1,4,x,29,205.74
2,ch,1,4,x,30,206.68
2,ch,1,4,x,31,207.61
2,ch,1,4,x,32,208.54000000000002
2,ch,1,4,x,33,209.47
2,ch,1,4,x,34,210.4
2,ch,1,4,x,35,211.32999999999998
2,ch,1,4,x,36,212.26
2,ch,1,4,x,37,213.2
2,ch,1,4,x,38,214.13
2,ch,1,4,x,39,215.06
2,ch,1,4,x,40,215.99
2,ch,1,4,x,41,216.92000000000002
2,ch,1,4,x,42,217.85
2,ch,1,4,x,43,218.78
2,ch,1,4,x,44,219.70999999999998
2,ch,1,4,x,45,220.65
2,ch,1,4,x,46,221.57999999999998
2,ch,1,4,x,47,222.51
2,ch,1,4,x,48,223.44
2,ch,1,4,x,49,224.37
2,ch,1,4,x,50,225.3
2,ch,1,4,x,51,226.23000000000002
2,ch,1,4,x,52,227.17000000000002
2,ch,1,4,x,53,228.1
2,ch,1,4,x,54,229.03
2,ch,1,4,x,55,229.96
2,ch,1,4,x,56,230.89
2,ch,1,4,x,57,231.82
2,ch,1,4,x,58,232.76
2,ch,1,4,x,59,233.68
2,ch,1,4,x,60,234.62
2,ch,1,4,x,61,235.55
2,ch,1,4,x,62,236.48
2,ch,1,4,x,63,237.41
2,ch,1,4,x,64,238.34
2,ch,1,4,x,65,239.27
2,ch,1,4,x,66,240.21
2,ch,1,4,x,67,241.14
2,ch,1,4,x,68,242.07
2,ch,1,4,x,69,243
2,ch,1,4,x,70,243.93
2,ch,1,4,x,71,244.86
2,ch,1,4,x,72,245.79
2,ch,1,4,x,73,246.73
2,ch,1,4,x,74,247.66
2,ch,1,4,x,75,248.59
2,ch,1,4,x,76,249.52
2,ch,1,4,x,77,250.45
2,ch,1,4,x,78,251.38
2,ch,1,4,x,79,252.31
2,ch,1,4,x,80,253.24
2,ch,1,4,x,81,254.18
2,ch,1,4,x,82,255.11
2,ch,1,4,x,83,256.03999999999996
2,ch,1,4,x,84,256.97
2,ch,1,4,x,85,257.9
2,ch,1,4,x,86,258.84000000000003
2,ch,1,4,x,87,259.76
2,ch,1,4,x,88,260.7
2,ch,1,4,x,89,261.63
2,ch,1,4,x,90,262.56
2,ch,1,4,x,91,263.49
2,ch,1,4,x,92,264.41999999999996
2,ch,1,4,x,93,265.35
2,ch,1,4,x,94,266.28999999999996
2,ch,1,4,x,95,267.22
2,ch,1,4,x,96,268.15
2,ch,1,4,x,97,269.08000000000004
2,ch,1,4,x,98,270.01
2,ch,1,4,x,99,270.94
2,ch,1,4,x,100,271.87
2,ch,1,4,y,1,132.95700000000002
2,ch,1,4,y,2,131.63100000000003
2,ch,1,4,y,3,129.69900000000004
2,ch,1,4,y,4,127.57700000000003
2,ch,1,4,y,5,125.44100000000003
2,ch,1,4,y,6,123.39400000000003
2,ch,1,4,y,7,121.56000000000003
2,ch,1,4,y,8,119.96600000000004
2,ch,1,4,y,9,118.58000000000004
2,ch,1,4,y,10,117.41700000000003
2,ch,1,4,y,11,116.45100000000002
2,ch,1,4,y,12,115.60700000000003
2,ch,1,4,y,13,114.84400000000005
2,ch,1,4,y,14,114.14900000000003
2,ch,1,4,y,15,113.49800000000005
2,ch,1,4,y,16,112.87800000000004
2,ch,1,4,y,17,112.32200000000003
2,ch,1,4,y,18,111.84100000000004
2,ch,1,4,y,19,111.41000000000003
2,ch,1,4,y,20,111.01000000000005
2,ch,1,4,y,21,110.61300000000003
2,ch,1,4,y,22,110.21300000000002
2,ch,1,4,y,23,109.81000000000003
2,ch,1,4,y,24,109.41300000000001
2,ch,1,4,y,25,109.03700000000003
2,ch,1,4,y,26,108.71500000000003
