speaker,segment,repetition,frame,coord,point,mm
1,ch,1,1,x,1,164.05700000000002
1,ch,1,1,x,2,165.04399999999998
1,ch,1,1,x,3,166.034
1,ch,1,1,x,4,167.01999999999998
1,ch,1,1,x,5,168.007
1,ch,1,1,x,6,168.993
1,ch,1,1,x,7,169.983
1,ch,1,1,x,8,170.97
1,ch,1,1,x,9,171.95600000000002
1,ch,1,1,x,10,172.94299999999998
1,ch,1,1,x,11,173.933
1,ch,1,1,x,12,174.91899999999998
1,ch,1,1,x,13,175.905
1,ch,1,1,x,14,176.892
1,ch,1,1,x,15,177.882
1,ch,1,1,x,16,178.868
1,ch,1,1,x,17,179.85500000000002
1,ch,1,1,x,18,180.841
1,ch,1,1,x,19,181.83100000000002
1,ch,1,1,x,20,182.81799999999998
1,ch,1,1,x,21,183.804
1,ch,1,1,x,22,184.79399999999998
1,ch,1,1,x,23,185.781
1,ch,1,1,x,24,186.767
1,ch,1,1,x,25,187.75400000000002
1,ch,1,1,x,26,188.743
1,ch,1,1,x,27,189.73000000000002
1,ch,1,1,x,28,190.716
1,ch,1,1,x,29,191.703
1,ch,1,1,x,30,192.69299999999998
1,ch,1,1,x,31,193.679
1,ch,1,1,x,32,194.666
1,ch,1,1,x,33,195.652
1,ch,1,1,x,34,196.642
1,ch,1,1,x,35,197.62900000000002
1,ch,1,1,x,36,198.615
1,ch,1,1,x,37,199.602
1,ch,1,1,x,38,200.59
1,ch,1,1,x,39,201.57999999999998
1,ch,1,1,x,40,202.56
1,ch,1,1,x,41,203.55
1,ch,1,1,x,42,204.54000000000002
1,ch,1,1,x,43,205.53
1,ch,1,1,x,44,206.51
1,ch,1,1,x,45,207.5
1,ch,1,1,x,46,208.49
1,ch,1,1,x,47,209.48000000000002
1,ch,1,1,x,48,210.45999999999998
1,ch,1,1,x,49,211.45
1,ch,1,1,x,50,212.44
1,ch,1,1,x,51,213.43
1,ch,1,1,x,52,214.41
1,ch,1,1,x,53,215.4
1,ch,1,1,x,54,216.39
1,ch,1,1,x,55,217.38
1,ch,1,1,x,56,218.36
1,ch,1,1,x,57,219.35
1,ch,1,1,x,58,220.34
1,ch,1,1,x,59,221.32
1,ch,1,1,x,60,222.31
1,ch,1,1,x,61,223.3
1,ch,1,1,x,62,224.29000000000002
1,ch,1,1,x,63,225.26999999999998
1,ch,1,1,x,64,226.26
1,ch,1,1,x,65,227.25
1,ch,1,1,x,66,228.24
1,ch,1,1,x,67,229.22
1,ch,1,1,x,68,230.21
1,ch,1,1,x,69,231.2
1,ch,1,1,x,70,232.19
1,ch,1,1,x,71,233.17
1,ch,1,1,x,72,234.16
1,ch,1,1,x,73,235.15
1,ch,1,1,x,74,236.14
1,ch,1,1,x,75,237.12
1,ch,1,1,x,76,238.11
1,ch,1,1,x,77,239.1
1,ch,1,1,x,78,240.08
1,ch,1,1,x,79,241.07
1,ch,1,1,x,80,242.06
1,ch,1,1,x,81,243.05
1,ch,1,1,x,82,244.03
1,ch,1,1,x,83,245.02
1,ch,1,1,x,84,246.01
1,ch,1,1,x,85,247
1,ch,1,1,x,86,247.98
1,ch,1,1,x,87,248.97
1,ch,1,1,x,88,249.96
1,ch,1,1,x,89,250.95
1,ch,1,1,x,90,251.93
1,ch,1,1,x,91,252.92
1,ch,1,1,x,92,253.91
1,ch,1,1,x,93,254.9
1,ch,1,1,x,94,255.88
1,ch,1,1,x,95,256.87
1,ch,1,1,x,96,257.86
1,ch,1,1,x,97,258.85
1,ch,1,1,x,98,259.83000000000004
1,ch,1,1,x,99,260.82
1,ch,1,1,x,100,261.81
1,ch,1,1,y,1,129.60500000000002
1,ch,1,1,y,2,128.29000000000002
1,ch,1,1,y,3,126.13999999999999
1,ch,1,1,y,4,123.601
1,ch,1,1,y,5,120.93700000000001
1,ch,1,1,y,6,118.326
1,ch,1,1,y,7,115.85500000000002
1,ch,1,1,y,8,113.594
1,ch,1,1,y,9,111.59700000000001
1,ch,1,1,y,10,109.858
1,ch,1,1,y,11,108.38
1,ch,1,1,y,12,107.12200000000001
1,ch,1,1,y,13,106.065
1,ch,1,1,y,14,105.143
1,ch,1,1,y,15,104.31900000000002
1,ch,1,1,y,16,103.57999999999998
1,ch,1,1,y,17,102.88499999999999
1,ch,1,1,y,18,102.231
1,ch,1,1,y,19,101.61000000000001
1,ch,1,1,y,20,101.007
1,ch,1,1,y,21,100.417
1,ch,1,1,y,22,99.84100000000001
1,ch,1,1,y,23,99.275
1,ch,1,1,y,24,98.72200000000001
1,ch,1,1,y,25,98.186
1,ch,1,1,y,26,97.67500000000001
1,ch,1,1,y,27,97.19299999999998
1,ch,1,1,y,28,96.75200000000001
1,ch,1,1,y,29,96.352
1,ch,1,1,y,30,95.97300000000001
1,ch,1,1,y,31,95.60300000000001
1,ch,1,1,y,32,95.23700000000002
1,ch,1,1,y,33,94.87799999999999
1,ch,1,1,y,34,94.529
1,ch,1,1,y,35,94.203
1,ch,1,1,y,36,93.905
1,ch,1,1,y,37,93.62
1,ch,1,1,y,38,93.356
1,ch,1,1,y,39,93.11200000000002
1,ch,1,1,y,40,92.888
1,ch,1,1,y,41,92.68799999999999
1,ch,1,1,y,42,92.52199999999999
1,ch,1,1,y,43,92.396000000000015
1,ch,1,1,y,44,92.305
1,ch,1,1,y,45,92.24700000000001
1,ch,1,1,y,46,92.23400000000001
1,ch,1,1,y,47,92.274
1,ch,1,1,y,48,92.356
1,ch,1,1,y,49,92.488
1,ch,1,1,y,50,92.68799999999999
1,ch,1,1,y,51,92.94900000000001
1,ch,1,1,y,52,93.244
1,ch,1,1,y,53,93.566
1,ch,1,1,y,54,93.905
1,ch,1,1,y,55,94.257
1,ch,1,1,y,56,94.61700000000002
1,ch,1,1,y,57,94.978999999999985
1,ch,1,1,y,58,95.34899999999999
1,ch,1,1,y,59,95.715
1,ch,1,1,y,60,96.08500000000001
1,ch,1,1,y,61,96.458
1,ch,1,1,y,62,96.84100000000001
1,ch,1,1,y,63,97.23700000000002
1,ch,1,1,y,64,97.668
1,ch,1,1,y,65,98.12900000000002
1,ch,1,1,y,66,98.60300000000001
1,ch,1,1,y,67,99.08800000000002
1,ch,1,1,y,68,99.57300000000001
1,ch,1,1,y,69,100.04399999999998
1,ch,1,1,y,70,100.49799999999999
1,ch,1,1,y,71,100.91500000000002
1,ch,1,1,y,72,101.315
1,ch,1,1,y,73,101.709
1,ch,1,1,y,74,102.11200000000002
1,ch,1,1,y,75,102.53899999999999
1,ch,1,1,y,76,102.976
1,ch,1,1,y,77,103.43099999999998
1,ch,1,1,y,78,103.899
1,ch,1,1,y,79,104.37700000000001
1,ch,1,1,y,80,104.858
1,ch,1,1,y,81,105.34300000000002
1,ch,1,1,y,82,105.82400000000001
1,ch,1,1,y,83,106.309
1,ch,1,1,y,84,106.79000000000002
1,ch,1,1,y,85,107.275
1,ch,1,1,y,86,107.75999999999999
1,ch,1,1,y,87,108.245
1,ch,1,1,y,88,108.739
1,ch,1,1,y,89,109.24100000000001
1,ch,1,1,y,90,109.77000000000001
1,ch,1,1,y,91,110.333
1,ch,1,1,y,92,110.93299999999999
1,ch,1,1,y,93,111.553
1,ch,1,1,y,94,112.18
1,ch,1,1,y,95,112.81400000000002
1,ch,1,1,y,96,113.465
1,ch,1,1,y,97,114.13
1,ch,1,1,y,98,114.787
1,ch,1,1,y,99,115.357
1,ch,1,1,y,100,115.713
1,ch,1,2,x,1,162.41
1,ch,1,2,x,2,163.427
1,ch,1,2,x,3,164.44400000000002
1,ch,1,2,x,4,165.461
1,ch,1,2,x,5,166.478
1,ch,1,2,x,6,167.49200000000002
1,ch,1,2,x,7,168.50900000000001
1,ch,1,2,x,8,169.526
1,ch,1,2,x,9,170.543
1,ch,1,2,x,10,171.56
1,ch,1,2,x,11,172.577
1,ch,1,2,x,12,173.594
1,ch,1,2,x,13,174.611
1,ch,1,2,x,14,175.628
1,ch,1,2,x,15,176.64499999999998
1,ch,1,2,x,16,177.65800000000002
1,ch,1,2,x,17,178.675
1,ch,1,2,x,18,179.692
1,ch,1,2,x,19,180.709
1,ch,1,2,x,20,181.726
1,ch,1,2,x,21,182.743
1,ch,1,2,x,22,183.76
1,ch,1,2,x,23,184.777
1,ch,1,2,x,24,185.79399999999998
1,ch,1,2,x,25,186.811
1,ch,1,2,x,26,187.825
1,ch,1,2,x,27,188.84199999999998
1,ch,1,2,x,28,189.85899999999998
1,ch,1,2,x,29,190.876
1,ch,1,2,x,30,191.893
1,ch,1,2,x,31,192.91
1,ch,1,2,x,32,193.92700000000002
1,ch,1,2,x,33,194.94400000000002
1,ch,1,2,x,34,195.961
1,ch,1,2,x,35,196.978
1,ch,1,2,x,36,197.99099999999999
1,ch,1,2,x,37,199.00799999999998
1,ch,1,2,x,38,200.03
1,ch,1,2,x,39,201.04000000000002
1,ch,1,2,x,40,202.06
1,ch,1,2,x,41,203.07999999999998
1,ch,1,2,x,42,204.09
1,ch,1,2,x,43,205.11
1,ch,1,2,x,44,206.13
1,ch,1,2,x,45,207.14
1,ch,1,2,x,46,208.16
1,ch,1,2,x,47,209.17000000000002
1,ch,1,2,x,48,210.19
1,ch,1,2,x,49,211.20999999999998
1,ch,1,2,x,50,212.23000000000002
1,ch,1,2,x,51,213.24
1,ch,1,2,x,52,214.26
1,ch,1,2,x,53,215.28
1,ch,1,2,x,54,216.29000000000002
1,ch,1,2,x,55,217.31
1,ch,1,2,x,56,218.32
1,ch,1,2,x,57,219.34
1,ch,1,2,x,58,220.36
1,ch,1,2,x,59,221.38
1,ch,1,2,x,60,222.39
1,ch,1,2,x,61,223.41
1,ch,1,2,x,62,224.43
1,ch,1,2,x,63,225.44
1,ch,1,2,x,64,226.45999999999998
1,ch,1,2,x,65,227.48000000000002
1,ch,1,2,x,66,228.49
1,ch,1,2,x,67,229.51
1,ch,1,2,x,68,230.53
1,ch,1,2,x,69,231.54
1,ch,1,2,x,70,232.56
1,ch,1,2,x,71,233.58
1,ch,1,2,x,72,234.59
1,ch,1,2,x,73,235.61
1,ch,1,2,x,74,236.63
1,ch,1,2,x,75,237.64
1,ch,1,2,x,76,238.66
1,ch,1,2,x,77,239.67
1,ch,1,2,x,78,240.69
1,ch,1,2,x,79,241.71
1,ch,1,2,x,80,242.73
1,ch,1,2,x,81,243.74
1,ch,1,2,x,82,244.76
1,ch,1,2,x,83,245.78
1,ch,1,2,x,84,246.79
1,ch,1,2,x,85,247.81
1,ch,1,2,x,86,248.82
1,ch,1,2,x,87,249.84
1,ch,1,2,x,88,250.86
1,ch,1,2,x,89,251.88
1,ch,1,2,x,90,252.89
1,ch,1,2,x,91,253.91
1,ch,1,2,x,92,254.93
1,ch,1,2,x,93,255.94
1,ch,1,2,x,94,256.96000000000004
1,ch,1,2,x,95,257.98
1,ch,1,2,x,96,258.99
1,ch,1,2,x,97,260.01
1,ch,1,2,x,98,261.03
1,ch,1,2,x,99,262.03999999999996
1,ch,1,2,x,100,263.06
1,ch,1,2,y,1,126.81200000000001
1,ch,1,2,y,2,125.54400000000001
1,ch,1,2,y,3,123.5
1,ch,1,2,y,4,121.11600000000001
1,ch,1,2,y,5,118.64500000000001
1,ch,1,2,y,6,116.26499999999999
1,ch,1,2,y,7,114.07499999999999
1,ch,1,2,y,8,112.14600000000002
1,ch,1,2,y,9,110.475
1,ch,1,2,y,10,109.03399999999999
1,ch,1,2,y,11,107.756
1,ch,1,2,y,12,106.594
1,ch,1,2,y,13,105.519
1,ch,1,2,y,14,104.529
1,ch,1,2,y,15,103.62100000000001
1,ch,1,2,y,16,102.793
1,ch,1,2,y,17,102.05799999999999
1,ch,1,2,y,18,101.39699999999999
1,ch,1,2,y,19,100.797
1,ch,1,2,y,20,100.251
1,ch,1,2,y,21,99.74600000000001
1,ch,1,2,y,22,99.268
1,ch,1,2,y,23,98.80700000000002
1,ch,1,2,y,24,98.356
1,ch,1,2,y,25,97.912
1,ch,1,2,y,26,97.471
1,ch,1,2,y,27,97.041
1,ch,1,2,y,28,96.613
1,ch,1,2,y,29,96.203
1,ch,1,2,y,30,95.81
1,ch,1,2,y,31,95.441
1,ch,1,2,y,32,95.09100000000001
1,ch,1,2,y,33,94.769
1,ch,1,2,y,34,94.47399999999999
1,ch,1,2,y,35,94.203
1,ch,1,2,y,36,93.952
1,ch,1,2,y,37,93.71800000000002
1,ch,1,2,y,38,93.50800000000001
1,ch,1,2,y,39,93.322
1,ch,1,2,y,40,93.16899999999998
1,ch,1,2,y,41,93.061
1,ch,1,2,y,42,92.99000000000001
1,ch,1,2,y,43,92.93900000000002
1,ch,1,2,y,44,92.90800000000002
1,ch,1,2,y,45,92.89800000000002
1,ch,1,2,y,46,92.905
1,ch,1,2,y,47,92.945
1,ch,1,2,y,48,93.03399999999999
1,ch,1,2,y,49,93.166
1,ch,1,2,y,50,93.322
1,ch,1,2,y,51,93.49799999999999
1,ch,1,2,y,52,93.68799999999999
1,ch,1,2,y,53,93.89100000000002
1,ch,1,2,y,54,94.12200000000001
1,ch,1,2,y,55,94.38300000000001
1,ch,1,2,y,56,94.678
1,ch,1,2,y,57,94.98599999999999
1,ch,1,2,y,58,95.281
1,ch,1,2,y,59,95.549
1,ch,1,2,y,60,95.79599999999999
1,ch,1,2,y,61,96.037
1,ch,1,2,y,62,96.29500000000002
1,ch,1,2,y,63,96.57999999999998
1,ch,1,2,y,64,96.905
1,ch,1,2,y,65,97.251
1,ch,1,2,y,66,97.607
1,ch,1,2,y,67,97.96600000000001
1,ch,1,2,y,68,98.32900000000001
1,ch,1,2,y,69,98.69200000000001
1,ch,1,2,y,70,99.06799999999998
1,ch,1,2,y,71,99.447
1,ch,1,2,y,72,99.83100000000002
1,ch,1,2,y,73,100.21699999999998
1,ch,1,2,y,74,100.607
1,ch,1,2,y,75,100.99700000000001
1,ch,1,2,y,76,101.39699999999999
1,ch,1,2,y,77,101.81400000000002
1,ch,1,2,y,78,102.23700000000002
1,ch,1,2,y,79,102.67099999999999
1,ch,1,2,y,80,103.10500000000002
1,ch,1,2,y,81,103.543
1,ch,1,2,y,82,103.98700000000002
1,ch,1,2,y,83,104.441
1,ch,1,2,y,84,104.916
1,ch,1,2,y,85,105.41
1,ch,1,2,y,86,105.912
1,ch,1,2,y,87,106.424
1,ch,1,2,y,88,106.936
1,ch,1,2,y,89,107.45500000000001
1,ch,1,2,y,90,107.98000000000002
1,ch,1,2,y,91,108.512
1,ch,1,2,y,92,109.05099999999999
1,ch,1,2,y,93,109.59
1,ch,1,2,y,94,110.126
1,ch,1,2,y,95,110.65100000000001
1,ch,1,2,y,96,111.17000000000002
1,ch,1,2,y,97,111.68200000000002
1,ch,1,2,y,98,112.167
1,ch,1,2,y,99,112.584
1,ch,1,2,y,100,112.84100000000001
1,ch,1,3,x,1,170.173
1,ch,1,3,x,2,171.14600000000002
1,ch,1,3,x,3,172.115
1,ch,1,3,x,4,173.088
1,ch,1,3,x,5,174.058
1,ch,1,3,x,6,175.031
1,ch,1,3,x,7,176.00400000000002
1,ch,1,3,x,8,176.973
1,ch,1,3,x,9,177.946
1,ch,1,3,x,10,178.916
1,ch,1,3,x,11,179.889
1,ch,1,3,x,12,180.858
1,ch,1,3,x,13,181.83100000000002
1,ch,1,3,x,14,182.804
1,ch,1,3,x,15,183.774
1,ch,1,3,x,16,184.747
1,ch,1,3,x,17,185.716
1,ch,1,3,x,18,186.689
1,ch,1,3,x,19,187.662
1,ch,1,3,x,20,188.632
1,ch,1,3,x,21,189.60399999999998
1,ch,1,3,x,22,190.574
1,ch,1,3,x,23,191.547
1,ch,1,3,x,24,192.51600000000002
1,ch,1,3,x,25,193.489
1,ch,1,3,x,26,194.462
1,ch,1,3,x,27,195.43200000000002
1,ch,1,3,x,28,196.405
1,ch,1,3,x,29,197.374
1,ch,1,3,x,30,198.34699999999998
1,ch,1,3,x,31,199.32
1,ch,1,3,x,32,200.29000000000002
1,ch,1,3,x,33,201.26
1,ch,1,3,x,34,202.23000000000002
1,ch,1,3,x,35,203.20999999999998
1,ch,1,3,x,36,204.18
1,ch,1,3,x,37,205.15
1,ch,1,3,x,38,206.12
1,ch,1,3,x,39,207.09
1,ch,1,3,x,40,208.06
1,ch,1,3,x,41,209.03
1,ch,1,3,x,42,210.01
1,ch,1,3,x,43,210.98000000000002
1,ch,1,3,x,44,211.95
1,ch,1,3,x,45,212.92000000000002
1,ch,1,3,x,46,213.89
1,ch,1,3,x,47,214.86
1,ch,1,3,x,48,215.84
1,ch,1,3,x,49,216.81
1,ch,1,3,x,50,217.78
1,ch,1,3,x,51,218.75
1,ch,1,3,x,52,219.72
1,ch,1,3,x,53,220.69
1,ch,1,3,x,54,221.66
1,ch,1,3,x,55,222.64
1,ch,1,3,x,56,223.61
1,ch,1,3,x,57,224.57999999999998
1,ch,1,3,x,58,225.55
1,ch,1,3,x,59,226.51999999999998
1,ch,1,3,x,60,227.49
1,ch,1,3,x,61,228.46
1,ch,1,3,x,62,229.44
1,ch,1,3,x,63,230.41
1,ch,1,3,x,64,231.38
1,ch,1,3,x,65,232.35
1,ch,1,3,x,66,233.32
1,ch,1,3,x,67,234.29
1,ch,1,3,x,68,235.26
1,ch,1,3,x,69,236.24
1,ch,1,3,x,70,237.21
1,ch,1,3,x,71,238.18
1,ch,1,3,x,72,239.15
1,ch,1,3,x,73,240.12
1,ch,1,3,x,74,241.1
1,ch,1,3,x,75,242.06
1,ch,1,3,x,76,243.04
1,ch,1,3,x,77,244.01
1,ch,1,3,x,78,244.98
1,ch,1,3,x,79,245.95
1,ch,1,3,x,80,246.92
1,ch,1,3,x,81,247.9
1,ch,1,3,x,82,248.87
1,ch,1,3,x,83,249.84
1,ch,1,3,x,84,250.81
1,ch,1,3,x,85,251.78
1,ch,1,3,x,86,252.75
1,ch,1,3,x,87,253.72
1,ch,1,3,x,88,254.7
1,ch,1,3,x,89,255.67
1,ch,1,3,x,90,256.64
1,ch,1,3,x,91,257.61
1,ch,1,3,x,92,258.58000000000004
1,ch,1,3,x,93,259.55
1,ch,1,3,x,94,260.52
1,ch,1,3,x,95,261.5
1,ch,1,3,x,96,262.47
1,ch,1,3,x,97,263.44
1,ch,1,3,x,98,264.40999999999997
1,ch,1,3,x,99,265.38
1,ch,1,3,x,100,266.35
1,ch,1,3,y,1,112.74600000000001
1,ch,1,3,y,2,111.451
1,ch,1,3,y,3,109.523
1,ch,1,3,y,4,107.607
1,ch,1,3,y,5,105.912
1,ch,1,3,y,6,104.42700000000002
1,ch,1,3,y,7,103.132
1,ch,1,3,y,8,102.078
1,ch,1,3,y,9,101.292
1,ch,1,3,y,10,100.702
1,ch,1,3,y,11,100.231
1,ch,1,3,y,12,99.81400000000002
1,ch,1,3,y,13,99.41399999999999
1,ch,1,3,y,14,99
1,ch,1,3,y,15,98.57999999999998
1,ch,1,3,y,16,98.15899999999999
1,ch,1,3,y,17,97.74900000000002
1,ch,1,3,y,18,97.34899999999999
1,ch,1,3,y,19,96.96600000000001
1,ch,1,3,y,20,96.607
1,ch,1,3,y,21,96.285
1,ch,1,3,y,22,96.03
1,ch,1,3,y,23,95.83699999999999
1,ch,1,3,y,24,95.68099999999998
1,ch,1,3,y,25,95.53200000000001
1,ch,1,3,y,26,95.376
1,ch,1,3,y,27,95.203
1,ch,1,3,y,28,95.007
1,ch,1,3,y,29,94.793
1,ch,1,3,y,30,94.583
1,ch,1,3,y,31,94.396000000000015
1,ch,1,3,y,32,94.23700000000002
1,ch,1,3,y,33,94.078
1,ch,1,3,y,34,93.89800000000002
1,ch,1,3,y,35,93.691
1,ch,1,3,y,36,93.48400000000001
1,ch,1,3,y,37,93.30099999999999
1,ch,1,3,y,38,93.162
1,ch,1,3,y,39,93.061
1,ch,1,3,y,40,93.00299999999999
1,ch,1,3,y,41,92.983
1,ch,1,3,y,42,92.99600000000001
1,ch,1,3,y,43,93.054
1,ch,1,3,y,44,93.156
1,ch,1,3,y,45,93.28800000000001
1,ch,1,3,y,46,93.45400000000001
1,ch,1,3,y,47,93.64699999999999
1,ch,1,3,y,48,93.86099999999999
1,ch,1,3,y,49,94.08800000000002
1,ch,1,3,y,50,94.33500000000001
1,ch,1,3,y,51,94.61000000000001
1,ch,1,3,y,52,94.92500000000001
1,ch,1,3,y,53,95.281
1,ch,1,3,y,54,95.654
1,ch,1,3,y,55,96.03399999999999
1,ch,1,3,y,56,96.40700000000001
1,ch,1,3,y,57,96.76600000000002
1,ch,1,3,y,58,97.102
1,ch,1,3,y,59,97.417
1,ch,1,3,y,60,97.71199999999999
1,ch,1,3,y,61,97.983
1,ch,1,3,y,62,98.26400000000001
1,ch,1,3,y,63,98.59
1,ch,1,3,y,64,98.99000000000001
1,ch,1,3,y,65,99.447
1,ch,1,3,y,66,99.929
1,ch,1,3,y,67,100.40300000000002
1,ch,1,3,y,68,100.844
1,ch,1,3,y,69,101.231
1,ch,1,3,y,70,101.57600000000002
1,ch,1,3,y,71,101.91899999999998
1,ch,1,3,y,72,102.298
1,ch,1,3,y,73,102.709
1,ch,1,3,y,74,103.102
1,ch,1,3,y,75,103.44400000000002
1,ch,1,3,y,76,103.74900000000002
1,ch,1,3,y,77,104.061
1,ch,1,3,y,78,104.40700000000001
1,ch,1,3,y,79,104.787
1,ch,1,3,y,80,105.17700000000002
1,ch,1,3,y,81,105.56299999999999
1,ch,1,3,y,82,105.93299999999999
1,ch,1,3,y,83,106.285
1,ch,1,3,y,84,106.61099999999999
1,ch,1,3,y,85,106.90899999999999
1,ch,1,3,y,86,107.17000000000002
1,ch,1,3,y,87,107.4
1,ch,1,3,y,88,107.624
1,ch,1,3,y,89,107.86099999999999
1,ch,1,3,y,90,108.12200000000001
1,ch,1,3,y,91,108.4
1,ch,1,3,y,92,108.68900000000002
1,ch,1,3,y,93,108.98000000000002
1,ch,1,3,y,94,109.27800000000002
1,ch,1,3,y,95,109.601
1,ch,1,3,y,96,109.96000000000001
1,ch,1,3,y,97,110.36700000000002
1,ch,1,3,y,98,110.82400000000001
1,ch,1,3,y,99,111.255
1,ch,1,3,y,100,111.53300000000002
1,ch,1,4,x,1,171.529
1,ch,1,4,x,2,172.488
1,ch,1,4,x,3,173.44799999999998
1,ch,1,4,x,4,174.40699999999998
1,ch,1,4,x,5,175.363
1,ch,1,4,x,6,176.322
1,ch,1,4,x,7,177.28199999999998
1,ch,1,4,x,8,178.24099999999999
1,ch,1,4,x,9,179.201
1,ch,1,4,x,10,180.16
1,ch,1,4,x,11,181.11599999999999
1,ch,1,4,x,12,182.075
1,ch,1,4,x,13,183.035
1,ch,1,4,x,14,183.994
1,ch,1,4,x,15,184.953
1,ch,1,4,x,16,185.913
1,ch,1,4,x,17,186.869
1,ch,1,4,x,18,187.828
1,ch,1,4,x,19,188.787
1,ch,1,4,x,20,189.747
1,ch,1,4,x,21,190.70600000000002
1,ch,1,4,x,22,191.666
1,ch,1,4,x,23,192.622
1,ch,1,4,x,24,193.58100000000002
1,ch,1,4,x,25,194.54000000000002
1,ch,1,4,x,26,195.5
1,ch,1,4,x,27,196.459
1,ch,1,4,x,28,197.418
1,ch,1,4,x,29,198.374
1,ch,1,4,x,30,199.334
1,ch,1,4,x,31,200.29000000000002
1,ch,1,4,x,32,201.25
1,ch,1,4,x,33,202.20999999999998
1,ch,1,4,x,34,203.17000000000002
1,ch,1,4,x,35,204.13
1,ch,1,4,x,36,205.09
1,ch,1,4,x,37,206.05
1,ch,1,4,x,38,207.01
1,ch,1,4,x,39,207.95999999999998
1,ch,1,4,x,40,208.92000000000002
1,ch,1,4,x,41,209.88
1,ch,1,4,x,42,210.84
1,ch,1,4,x,43,211.8
1,ch,1,4,x,44,212.76
1,ch,1,4,x,45,213.72
1,ch,1,4,x,46,214.68
1,ch,1,4,x,47,215.64
1,ch,1,4,x,48,216.59
1,ch,1,4,x,49,217.55
1,ch,1,4,x,50,218.51
1,ch,1,4,x,51,219.47
1,ch,1,4,x,52,220.43
1,ch,1,4,x,53,221.39
1,ch,1,4,x,54,222.35
1,ch,1,4,x,55,223.3
1,ch,1,4,x,56,224.26
1,ch,1,4,x,57,225.22
1,ch,1,4,x,58,226.18
1,ch,1,4,x,59,227.14
1,ch,1,4,x,60,228.1
1,ch,1,4,x,61,229.06
1,ch,1,4,x,62,230.02
1,ch,1,4,x,63,230.98
1,ch,1,4,x,64,231.94
1,ch,1,4,x,65,232.89
1,ch,1,4,x,66,233.85
1,ch,1,4,x,67,234.81
1,ch,1,4,x,68,235.77
1,ch,1,4,x,69,236.73
1,ch,1,4,x,70,237.69
1,ch,1,4,x,71,238.65
1,ch,1,4,x,72,239.61
1,ch,1,4,x,73,240.56
1,ch,1,4,x,74,241.52
1,ch,1,4,x,75,242.48
1,ch,1,4,x,76,243.44
1,ch,1,4,x,77,244.4
1,ch,1,4,x,78,245.36
1,ch,1,4,x,79,246.32
1,ch,1,4,x,80,247.28
1,ch,1,4,x,81,248.23
1,ch,1,4,x,82,249.19
1,ch,1,4,x,83,250.15
1,ch,1,4,x,84,251.11
1,ch,1,4,x,85,252.07
1,ch,1,4,x,86,253.03
1,ch,1,4,x,87,253.99
1,ch,1,4,x,88,254.95
1,ch,1,4,x,89,255.91
1,ch,1,4,x,90,256.87
1,ch,1,4,x,91,257.82
1,ch,1,4,x,92,258.78
1,ch,1,4,x,93,259.74
1,ch,1,4,x,94,260.7
1,ch,1,4,x,95,261.65999999999997
1,ch,1,4,x,96,262.62
1,ch,1,4,x,97,263.57
1,ch,1,4,x,98,264.53
1,ch,1,4,x,99,265.49
1,ch,1,4,x,100,266.45
1,ch,1,4,y,1,114.49200000000002
1,ch,1,4,y,2,113.48500000000001
1,ch,1,4,y,3,112.09899999999999
1,ch,1,4,y,4,110.71199999999999
1,ch,1,4,y,5,109.451
1,ch,1,4,y,6,108.31900000000002
1,ch,1,4,y,7,107.28899999999999
1,ch,1,4,y,8,106.31200000000001
1,ch,1,4,y,9,105.35300000000001
1,ch,1,4,y,10,104.404
1,ch,1,4,y,11,103.488
1,ch,1,4,y,12,102.637
1,ch,1,4,y,13,101.868
1,ch,1,4,y,14,101.19
1,ch,1,4,y,15,100.57999999999998
1,ch,1,4,y,16,100.00999999999999
1,ch,1,4,y,17,99.47800000000001
1,ch,1,4,y,18,98.98000000000002
1,ch,1,4,y,19,98.525
1,ch,1,4,y,20,98.102
1,ch,1,4,y,21,97.702
1,ch,1,4,y,22,97.315
1,ch,1,4,y,23,96.93200000000002
1,ch,1,4,y,24,96.54599999999999
1,ch,1,4,y,25,96.15899999999999
1,ch,1,4,y,26,95.77300000000002
1,ch,1,4,y,27,95.38999999999999
1,ch,1,4,y,28,95.02000000000001
1,ch,1,4,y,29,94.67099999999999
1,ch,1,4,y,30,94.36200000000002
1,ch,1,4,y,31,94.095
1,ch,1,4,y,32,93.868
1,ch,1,4,y,33,93.684
1,ch,1,4,y,34,93.54500000000002
1,ch,1,4,y,35,93.44
1,ch,1,4,y,36,93.376
1,ch,1,4,y,37,93.34899999999999
1,ch,1,4,y,38,93.339
1,ch,1,4,y,39,93.34199999999998
1,ch,1,4,y,40,93.34899999999999
1,ch,1,4,y,41,93.369
1,ch,1,4,y,42,93.417
1,ch,1,4,y,43,93.505
1,ch,1,4,y,44,93.62700000000001
1,ch,1,4,y,45,93.786
1,ch,1,4,y,46,93.976
1,ch,1,4,y,47,94.19
1,ch,1,4,y,48,94.417
1,ch,1,4,y,49,94.654
1,ch,1,4,y,50,94.89800000000002
1,ch,1,4,y,51,95.149
1,ch,1,4,y,52,95.4
1,ch,1,4,y,53,95.65100000000001
1,ch,1,4,y,54,95.89800000000002
1,ch,1,4,y,55,96.13499999999999
1,ch,1,4,y,56,96.363
1,ch,1,4,y,57,96.57999999999998
1,ch,1,4,y,58,96.79000000000002
1,ch,1,4,y,59,96.99700000000001
1,ch,1,4,y,60,97.21000000000001
